# a combined early aftershock catalog following the Ms6.8 Dingri mainshock
# see the referece Yao et al., (2025), JES for more details
# yyy  mm dd hh mm ss.ss   lat     lon   D(km)   Ml   seqID
# mainshock listed in the CENC catalog           Ms
  2025 01 17 00 46 53.26 28.3808 87.6822  0.15  1.20 25688
  2025 01 17 00 47 33.21 28.7535 87.3833  8.57  1.79 25689
  2025 01 17 00 47 46.06 28.8372 87.5668  9.59  1.70 25690
  2025 01 17 00 48 07.77 28.7688 87.3880  8.45  1.10 25691
  2025 01 17 00 48 47.95 28.7560 87.3742 11.05  1.65 25692
  2025 01 17 00 49 13.08 28.7555 87.3892  9.21  1.88 25693
  2025 01 17 00 49 58.73 28.4510 87.4527  3.74  0.74 25694
  2025 01 17 00 50 03.30 28.4950 87.5200  5.63  0.94 25695
  2025 01 17 00 50 13.15 28.6832 87.5427  7.92  1.02 25696
  2025 01 17 00 51 18.90 28.2935 87.5868  0.37  3.28 25697
  2025 01 17 00 52 01.41 28.4388 87.5160  3.21  1.47 25698
  2025 01 17 00 52 21.38 28.4202 87.5507  7.02  1.21 25699
  2025 01 17 00 52 45.05 28.4323 87.4938  8.56  0.97 25700
  2025 01 17 00 53 09.09 28.9453 87.4613  6.07  1.46 25701
  2025 01 17 00 53 37.53 28.5290 87.5042  9.05  0.66 25702
  2025 01 17 00 53 44.59 28.4830 87.4997  5.42  0.66 25703
  2025 01 17 00 53 55.91 28.5960 87.5115 11.95  0.75 25704
  2025 01 17 00 54 06.63 28.4585 87.4820  8.39  0.74 25705
  2025 01 17 00 54 31.56 28.5303 87.4192 11.11  0.50 25706
  2025 01 17 00 54 40.89 28.4945 87.4973  5.30  0.59 25707
  2025 01 17 00 55 01.66 28.4753 87.5250  5.66  0.51 25708
  2025 01 17 00 55 16.51 28.9262 87.5142  4.56  0.95 25709
  2025 01 17 00 55 40.48 28.4713 87.4863  8.80  0.61 25710
  2025 01 17 00 56 16.65 28.5298 87.4672 10.28  2.10 25711
  2025 01 17 00 57 09.51 28.9213 87.4728  7.31  2.43 25712
  2025 01 17 00 57 14.83 28.4688 87.4903  9.67  2.28 25713
  2025 01 17 00 57 42.14 28.4885 87.4865  9.42  0.94 25714
  2025 01 17 00 57 54.51 28.4908 87.4892  9.30  1.00 25715
  2025 01 17 00 58 00.97 28.6880 87.4983  9.37  1.26 25716
  2025 01 17 00 58 21.10 28.6720 87.4890 11.50  0.71 25717
  2025 01 17 00 58 32.89 28.4730 87.4882  8.77  0.79 25718
  2025 01 17 00 58 56.87 28.9818 87.4897  5.02  1.46 25719
  2025 01 17 00 59 03.42 28.4735 87.4902  8.65  1.09 25720
  2025 01 17 00 59 25.46 28.7857 87.3802  9.88  1.12 25721
  2025 01 17 00 59 57.73 28.5228 87.4312  9.93  1.80 25722
  2025 01 17 01 00 14.00 28.4848 87.4840  9.65  1.04 25723
  2025 01 17 01 01 05.31 28.4847 87.4603  7.49  0.56 25724
  2025 01 17 01 01 21.92 28.4877 87.5182  6.53  0.54 25725
  2025 01 17 01 01 31.73 28.4782 87.4828  7.76  0.67 25726
  2025 01 17 01 01 54.06 28.4728 87.4872  9.25  1.53 25727
  2025 01 17 01 02 30.77 28.4632 87.4915  7.97  0.51 25728
  2025 01 17 01 03 05.08 28.7588 87.4088  6.83  0.45 25729
  2025 01 17 01 03 22.52 28.3617 87.4268  9.34  0.92 25730
  2025 01 17 01 03 40.37 28.8962 87.5000  9.70  0.65 25731
  2025 01 17 01 04 05.39 28.9427 87.4767  6.96  1.13 25732
  2025 01 17 01 04 18.00 28.4562 87.5090  9.75  0.81 25733
  2025 01 17 01 04 56.54 28.7575 87.5195 14.69  1.65 25734
  2025 01 17 01 05 29.99 28.7008 87.4260 10.89  0.70 25735
  2025 01 17 01 06 05.56 28.8365 87.5015 14.75  1.84 25736
  2025 01 17 01 06 18.45 28.6383 87.4992  5.40  2.02 25737
  2025 01 17 01 06 52.28 28.4788 87.4865  8.27  0.91 25738
  2025 01 17 01 07 15.83 28.6590 87.4993  6.53  0.44 25739
  2025 01 17 01 07 46.88 28.4805 87.4847  8.99  2.04 25740
  2025 01 17 01 08 21.90 28.4592 87.4910  9.03  1.05 25741
  2025 01 17 01 08 51.31 28.7260 87.5015 10.91  0.69 25742
  2025 01 17 01 09 07.93 28.4672 87.4915  8.79  0.62 25743
  2025 01 17 01 09 18.80 28.4512 87.4943 10.05  0.67 25744
  2025 01 17 01 09 37.82 28.4517 87.4842  4.23  0.59 25745
  2025 01 17 01 10 07.92 28.4477 87.4702  6.69  0.44 25746
  2025 01 17 01 10 26.74 29.0288 87.3927 10.87  2.04 25747
  2025 01 17 01 10 38.07 28.6505 87.5063  8.21  1.90 25748
  2025 01 17 01 11 07.12 28.7160 87.4277 12.34  0.86 25749
  2025 01 17 01 11 27.98 28.9003 87.5577  8.30  1.36 25750
  2025 01 17 01 11 38.01 28.5257 87.5168  2.16  0.71 25751
  2025 01 17 01 12 06.10 29.0160 87.5115  4.60  1.64 25752
  2025 01 17 01 12 35.44 28.4302 87.5040  5.93  0.86 25753
  2025 01 17 01 12 54.87 28.4983 87.5058  8.47  0.50 25754
  2025 01 17 01 13 12.06 28.5300 87.4545  8.22  0.65 25755
  2025 01 17 01 13 39.86 28.4722 87.4982  6.45  2.24 25756
  2025 01 17 01 14 11.83 28.7642 87.4748 12.25  0.83 25757
  2025 01 17 01 14 40.57 28.3942 87.4653  4.80  2.51 25758
  2025 01 17 01 15 29.58 28.8618 87.4848 11.76  0.84 25759
  2025 01 17 01 15 55.09 28.5010 87.4575  9.40  0.60 25760
  2025 01 17 01 16 02.45 28.4885 87.4922  6.93  0.95 25761
  2025 01 17 01 16 08.53 28.9087 87.4448  6.89  1.04 25762
  2025 01 17 01 16 31.26 28.4497 87.4770  7.55  0.54 25763
  2025 01 17 01 17 16.02 28.7000 87.4260 10.14  1.18 25764
  2025 01 17 01 17 50.87 28.4583 87.5298  5.23  0.70 25765
  2025 01 17 01 18 06.65 28.5330 87.4917  6.69  0.41 25766
  2025 01 17 01 18 28.27 28.5032 87.4723  6.78  1.36 25767
  2025 01 17 01 18 31.40 29.0633 87.2838  7.98  1.74 25768
  2025 01 17 01 18 46.53 28.4907 87.4625 10.49  1.32 25769
  2025 01 17 01 19 35.86 28.2920 87.3532  3.48  1.31 25770
  2025 01 17 01 20 23.52 28.4537 87.5195  5.76  1.19 25771
  2025 01 17 01 20 27.57 28.5640 87.4308  9.78  1.14 25772
  2025 01 17 01 21 00.26 28.4170 87.5387  5.38  0.59 25773
  2025 01 17 01 21 38.34 28.5012 87.4798  7.61  1.35 25774
  2025 01 17 01 22 00.17 28.7300 87.5507 11.36  1.31 25775
  2025 01 17 01 22 07.75 28.6582 87.4998 15.62  1.01 25776
  2025 01 17 01 22 24.33 28.4888 87.4937  6.81  0.73 25777
  2025 01 17 01 22 41.71 28.4907 87.5192  7.25  0.59 25778
  2025 01 17 01 23 00.09 28.9343 87.5467  3.18  1.02 25779
  2025 01 17 01 23 08.43 28.6832 87.4583 12.63  0.61 25780
  2025 01 17 01 23 33.87 28.4940 87.5147  6.22  0.88 25781
  2025 01 17 01 23 40.30 28.4752 87.5337  5.61  0.95 25782
  2025 01 17 01 23 56.49 28.8608 87.5000 16.37  1.07 25783
  2025 01 17 01 24 28.75 28.4327 87.4720  3.87  0.51 25784
  2025 01 17 01 24 51.73 28.4238 87.4460 10.45  0.89 25785
  2025 01 17 01 25 13.62 28.7503 87.5212  7.15  0.75 25786
  2025 01 17 01 25 24.91 28.3808 87.4963  5.70  0.85 25787
  2025 01 17 01 25 51.61 28.9378 87.5418  4.62  0.99 25788
  2025 01 17 01 26 16.07 28.5103 87.4810 10.28  0.63 25789
  2025 01 17 01 26 57.79 28.4568 87.5438  8.67  0.26 25790
  2025 01 17 01 27 04.48 28.4598 87.5170  5.22  0.44 25791
  2025 01 17 01 27 25.44 28.8173 87.5717  9.63  1.43 25792
  2025 01 17 01 28 00.27 28.4513 87.5252  6.16  0.87 25793
  2025 01 17 01 28 15.02 28.4582 87.4973  8.17  0.79 25794
  2025 01 17 01 28 35.53 28.4723 87.4818  9.06  0.86 25795
  2025 01 17 01 28 47.29 28.5977 87.4463  7.85  0.53 25796
  2025 01 17 01 29 09.80 28.4358 87.5105  0.27  0.40 25797
  2025 01 17 01 29 41.62 28.6980 87.5335  5.40  1.20 25798
  2025 01 17 01 29 58.34 29.0273 87.0387  8.12  1.77 25799
  2025 01 17 01 30 04.65 28.4165 87.4692  9.12  1.05 25800
  2025 01 17 01 30 14.49 28.4687 87.5333  6.76  0.96 25801
  2025 01 17 01 30 36.42 28.4890 87.4762  6.10  0.62 25802
  2025 01 17 01 30 53.91 28.4018 87.5750  6.75  0.57 25803
  2025 01 17 01 31 07.50 28.6435 87.5005  7.02  0.83 25804
  2025 01 17 01 31 41.31 28.9373 87.4673  6.59  1.47 25805
  2025 01 17 01 32 10.40 28.4883 87.5093  5.48  0.84 25806
  2025 01 17 01 32 18.87 28.8568 87.4967 13.80  0.81 25807
  2025 01 17 01 32 51.21 28.4868 87.5015  8.22  0.56 25808
  2025 01 17 01 33 05.30 28.9450 87.4577  7.30  1.16 25809
  2025 01 17 01 33 16.43 28.4647 87.5417  7.23  0.51 25810
  2025 01 17 01 33 28.60 28.5982 87.4968  5.45  0.38 25811
  2025 01 17 01 33 50.44 28.4453 87.5235  4.59  0.42 25812
  2025 01 17 01 34 04.83 28.6732 87.5075 10.41  0.74 25813
  2025 01 17 01 34 27.78 28.9253 87.4758  7.25  0.84 25814
  2025 01 17 01 34 50.06 28.3647 87.4335  0.41  1.10 25815
  2025 01 17 01 34 52.94 28.8930 87.4302  2.87  1.50 25816
  2025 01 17 01 34 56.05 28.4383 87.5525  4.45  1.29 25817
  2025 01 17 01 35 42.46 28.4777 87.4742  5.23  1.08 25818
  2025 01 17 01 35 49.19 28.4643 87.5163  5.88  0.91 25819
  2025 01 17 01 36 13.71 28.8918 87.4593  9.36  0.87 25820
  2025 01 17 01 36 37.39 28.8853 87.5278  6.80  0.69 25821
  2025 01 17 01 37 17.54 28.9230 87.6138 15.71  1.04 25822
  2025 01 17 01 37 20.42 28.4725 87.4595  4.14  0.60 25823
  2025 01 17 01 37 25.09 28.4705 87.4908  8.92  0.64 25824
  2025 01 17 01 37 37.30 28.7048 87.4977 12.67  0.36 25825
  2025 01 17 01 37 51.08 28.9037 87.1787 32.22  1.19 25826
  2025 01 17 01 38 15.19 28.4853 87.4738  6.15  0.91 25827
  2025 01 17 01 38 19.27 28.9138 87.4128  4.44  1.03 25828
  2025 01 17 01 38 34.55 28.7987 87.4322 15.89  0.96 25829
  2025 01 17 01 38 59.06 28.4047 87.4428  3.47  0.49 25830
  2025 01 17 01 39 09.35 28.5130 87.4340 10.04  0.45 25831
  2025 01 17 01 39 30.38 28.7368 87.5295 10.63  1.70 25832
  2025 01 17 01 39 57.26 28.7620 87.4738 12.19  0.67 25833
  2025 01 17 01 40 42.25 29.0437 87.4270  5.88  2.02 25834
  2025 01 17 01 41 21.16 28.5632 87.4258 11.07  2.56 25835
  2025 01 17 01 41 48.63 28.5723 87.4293 12.53  1.18 25836
  2025 01 17 01 42 27.56 28.4458 87.5537  4.82  1.49 25837
  2025 01 17 01 42 56.85 28.3472 87.5203  8.24  0.78 25838
  2025 01 17 01 43 45.35 28.4587 87.5477  5.17  0.66 25839
  2025 01 17 01 44 06.26 28.4253 87.4932  7.92  0.92 25840
  2025 01 17 01 44 19.21 28.5990 87.4128 13.23  0.50 25841
  2025 01 17 01 44 46.72 28.9058 87.4615  7.80  0.91 25842
  2025 01 17 01 45 10.57 28.4400 87.5352  7.80  0.58 25843
  2025 01 17 01 45 14.88 28.8857 87.4693  7.36  0.76 25844
  2025 01 17 01 45 17.32 28.4935 87.5307  8.10  0.50 25845
  2025 01 17 01 45 44.11 28.3983 87.4792  7.51  0.57 25846
  2025 01 17 01 45 46.96 28.9382 87.4730  8.79  0.95 25847
  2025 01 17 01 45 53.88 28.5183 87.4390 10.93  0.62 25848
  2025 01 17 01 46 00.63 28.6062 87.4523 11.75  0.45 25849
  2025 01 17 01 46 21.28 28.4745 87.5302  6.34  0.29 25850
  2025 01 17 01 46 51.69 28.4418 87.5423  5.79  0.30 25851
  2025 01 17 01 47 08.78 28.4590 87.4955  8.40  0.61 25852
  2025 01 17 01 47 17.77 28.6910 87.5052  8.96  0.87 25853
  2025 01 17 01 47 29.17 28.9390 87.4660  9.32  1.22 25854
  2025 01 17 01 47 57.17 28.4332 87.7175  0.35  1.37 25855
  2025 01 17 01 48 21.76 28.9042 87.5728  7.52  1.64 25856
  2025 01 17 01 49 13.35 28.4197 87.5403  5.47  1.40 25857
  2025 01 17 01 49 16.67 29.0288 87.4428  7.58  1.32 25858
  2025 01 17 01 49 59.47 28.4233 87.4633 10.37  1.05 25859
  2025 01 17 01 50 31.14 28.6575 87.4202 13.01  0.36 25860
  2025 01 17 01 50 58.49 28.4792 87.5322  6.50  0.53 25861
  2025 01 17 01 51 23.43 28.5532 87.6883  7.41  1.01 25862
  2025 01 17 01 51 35.43 28.4217 87.4883  7.96  1.24 25863
  2025 01 17 01 52 05.48 28.4788 87.4927  7.38  0.71 25864
  2025 01 17 01 52 12.85 28.4583 87.5083  6.51  0.56 25865
  2025 01 17 01 52 29.82 28.9262 87.4592 11.09  1.52 25866
  2025 01 17 01 52 49.25 28.9848 87.4713  5.52  1.23 25867
  2025 01 17 01 53 10.68 28.5885 87.4587  8.78  0.68 25868
  2025 01 17 01 53 19.23 28.9263 87.5040  9.59  1.06 25869
  2025 01 17 01 53 42.85 28.9082 87.5625  4.67  0.89 25870
  2025 01 17 01 54 41.58 28.5017 87.4658 10.86  0.82 25871
  2025 01 17 01 54 53.00 28.6887 87.4953  8.67  0.86 25872
  2025 01 17 01 55 16.58 28.6943 87.5402  7.67  0.55 25873
  2025 01 17 01 55 28.58 28.4487 87.5398  6.13  0.32 25874
  2025 01 17 01 55 31.64 28.4863 87.4388  9.78  0.32 25875
  2025 01 17 01 55 40.60 28.7382 87.4722 16.71  0.45 25876
  2025 01 17 01 55 57.18 28.4147 87.5385  3.59  0.67 25877
  2025 01 17 01 56 00.84 28.9550 87.5058  6.53  1.43 25878
  2025 01 17 01 56 12.30 28.3287 87.5542  0.14  1.45 25879
  2025 01 17 01 56 34.91 28.5893 87.4220 10.40  0.53 25880
  2025 01 17 01 57 11.23 28.3765 87.5778  2.30  0.54 25881
  2025 01 17 01 57 56.32 28.6577 87.4922 12.02  0.37 25882
  2025 01 17 01 58 26.21 28.4682 87.5495  8.49  1.69 25883
  2025 01 17 01 58 55.17 28.9698 87.5048  9.63  0.92 25884
  2025 01 17 01 58 59.46 28.7845 87.3998  5.41  0.72 25885
  2025 01 17 01 59 30.46 28.6482 87.5008  9.65  0.93 25886
  2025 01 17 01 59 38.10 28.4920 87.5152  7.98  1.07 25887
  2025 01 17 02 00 05.55 28.8512 87.4732 10.54  0.94 25888
  2025 01 17 02 00 16.04 28.8922 87.5073 10.78  1.46 25889
  2025 01 17 02 00 52.39 28.4993 87.5335  6.62  0.95 25890
  2025 01 17 02 01 21.64 28.4332 87.4717  8.20  1.02 25891
  2025 01 17 02 01 32.29 28.9043 87.5462  8.23  1.81 25892
  2025 01 17 02 02 06.40 28.4388 87.4833  8.59  0.67 25893
  2025 01 17 02 02 27.60 28.9238 87.4763  2.69  1.30 25894
  2025 01 17 02 02 56.46 28.9132 87.5602  5.52  0.92 25895
  2025 01 17 02 03 23.38 28.5263 87.5028  8.51  0.38 25896
  2025 01 17 02 03 44.37 28.6730 87.4597 11.71  0.63 25897
  2025 01 17 02 04 08.77 28.6828 87.5048 13.13  0.70 25898
  2025 01 17 02 04 18.53 28.6852 87.5090  8.81  0.81 25899
  2025 01 17 02 04 41.73 28.4745 87.5033  5.56  0.54 25900
  2025 01 17 02 04 58.20 28.6830 87.5120 13.03  0.92 25901
  2025 01 17 02 05 16.35 28.9405 87.5157  7.49  0.59 25902
  2025 01 17 02 05 35.44 28.6028 87.4618  8.65  0.63 25903
  2025 01 17 02 06 20.30 29.0737 87.5152  7.29  1.60 25904
  2025 01 17 02 06 38.68 28.7665 87.4512  8.56  1.78 25905
  2025 01 17 02 07 06.84 28.9410 87.5220  7.80  1.20 25906
  2025 01 17 02 07 19.27 28.5320 87.4187 12.57  0.90 25907
  2025 01 17 02 07 30.06 28.9762 87.3787  0.34  0.94 25908
  2025 01 17 02 07 40.61 28.4632 87.4312  5.13  0.40 25909
  2025 01 17 02 07 50.59 28.4435 87.5000  9.49  0.55 25910
  2025 01 17 02 08 09.87 28.3465 87.5222  9.20  0.81 25911
  2025 01 17 02 08 23.49 28.4120 87.4268  3.30  1.01 25912
  2025 01 17 02 08 39.87 28.4423 87.5197  1.44  0.92 25913
  2025 01 17 02 08 52.92 28.7652 87.5630 13.42  0.92 25914
  2025 01 17 02 08 59.62 28.7758 87.5640 11.60  1.06 25915
  2025 01 17 02 09 20.75 28.4790 87.4933  6.53  0.59 25916
  2025 01 17 02 09 44.42 28.4833 87.4805  6.50  1.25 25917
  2025 01 17 02 10 03.74 28.4380 87.4422 10.80  0.86 25918
  2025 01 17 02 10 19.44 28.4340 87.5483  7.45  0.70 25919
  2025 01 17 02 10 38.70 28.9580 87.4958  8.67  1.03 25920
  2025 01 17 02 10 43.66 28.5137 87.5227  6.99  0.45 25921
  2025 01 17 02 10 59.31 28.9488 87.5265  3.64  0.90 25922
  2025 01 17 02 11 16.97 28.3973 87.4385  4.79  0.82 25923
  2025 01 17 02 11 21.87 28.8620 87.4800 11.42  1.21 25924
  2025 01 17 02 12 33.94 28.4510 87.5375  6.10  3.20 25925
  2025 01 17 02 13 29.14 28.4353 87.4702  7.30  1.29 25926
  2025 01 17 02 13 43.35 28.4800 87.5333  6.82  1.51 25927
  2025 01 17 02 13 54.54 28.9032 87.5320  8.52  1.33 25928
  2025 01 17 02 14 10.98 28.4817 87.4810  8.65  0.75 25929
  2025 01 17 02 14 44.04 28.4645 87.4905  7.24  1.21 25930
  2025 01 17 02 14 56.49 28.4862 87.5232  5.58  1.42 25931
  2025 01 17 02 15 39.82 28.4582 87.5305  5.82  1.33 25932
  2025 01 17 02 15 55.99 28.4417 87.5243  3.22  1.01 25933
  2025 01 17 02 16 15.90 28.9193 87.5230  7.35  0.94 25934
  2025 01 17 02 16 27.79 28.7132 87.4953 12.10  0.72 25935
  2025 01 17 02 16 45.57 28.9130 87.5197  9.50  1.16 25936
  2025 01 17 02 17 26.07 28.3125 87.5947  0.43  1.30 25937
  2025 01 17 02 17 40.30 28.4953 87.4297 10.11  0.86 25938
  2025 01 17 02 17 57.27 28.4440 87.5377  6.82  0.70 25939
  2025 01 17 02 18 00.16 28.9040 87.4738  6.91  0.81 25940
  2025 01 17 02 18 35.88 28.9095 87.5225  8.24  1.28 25941
  2025 01 17 02 18 42.77 28.4522 87.5388  5.94  0.74 25942
  2025 01 17 02 19 07.48 28.4958 87.5435  9.07  0.32 25943
  2025 01 17 02 19 44.66 28.4773 87.5332  6.99  0.79 25944
  2025 01 17 02 20 11.76 28.3000 87.5982  0.25  1.08 25945
  2025 01 17 02 20 27.98 28.7758 87.4890 12.34  0.65 25946
  2025 01 17 02 20 45.99 28.8645 87.5027 13.97  1.03 25947
  2025 01 17 02 20 51.33 28.4833 87.5330  7.41  0.69 25948
  2025 01 17 02 21 13.60 28.7373 87.5382 11.13  0.63 25949
  2025 01 17 02 21 26.90 28.4475 87.5272  4.59  0.94 25950
  2025 01 17 02 21 54.67 28.8762 87.4920  8.71  0.52 25951
  2025 01 17 02 22 12.65 28.4602 87.4725  8.34  0.37 25952
  2025 01 17 02 22 29.97 28.7515 87.4605 12.71  0.72 25953
  2025 01 17 02 22 39.52 28.4715 87.4917  5.32  0.50 25954
  2025 01 17 02 23 08.77 28.4707 87.5378  7.58  1.30 25955
  2025 01 17 02 23 33.55 28.4570 87.4572  0.71  0.58 25956
  2025 01 17 02 23 45.67 28.4593 87.4977  9.28  0.85 25957
  2025 01 17 02 23 56.98 28.9360 87.5000  6.35  1.22 25958
  2025 01 17 02 24 13.71 28.5202 87.5057  7.61  0.53 25959
  2025 01 17 02 24 53.52 28.4562 87.5172  3.71  0.44 25960
  2025 01 17 02 25 06.40 28.7038 87.4493 12.83  0.38 25961
  2025 01 17 02 25 22.33 28.7807 87.4652 17.50  0.40 25962
  2025 01 17 02 25 53.34 28.3628 87.6665  1.19  0.55 25963
  2025 01 17 02 26 25.14 28.5023 87.4935  9.60  0.33 25964
  2025 01 17 02 26 38.11 28.5107 87.4765 13.48  0.93 25965
  2025 01 17 02 26 46.21 28.4637 87.5255  4.42  1.07 25966
  2025 01 17 02 27 17.83 28.3903 87.3463  5.05  1.27 25967
  2025 01 17 02 27 36.08 28.6438 87.4198 12.46  0.59 25968
  2025 01 17 02 27 49.20 28.7207 87.4968 14.12  0.44 25969
  2025 01 17 02 27 57.67 28.4610 87.5175  5.78  0.30 25970
  2025 01 17 02 28 36.27 28.4640 87.4895  8.78  0.45 25971
  2025 01 17 02 29 13.83 28.8850 87.5357  6.42  0.54 25972
  2025 01 17 02 29 30.63 29.0048 87.5035  5.56  0.87 25973
  2025 01 17 02 29 53.12 28.2890 87.5837  0.33  3.28 25974
  2025 01 17 02 30 20.57 28.5428 87.4358 13.40  2.29 25975
  2025 01 17 02 30 36.19 28.4743 87.4677  6.22  1.85 25976
  2025 01 17 02 30 38.73 28.8623 87.4795 15.44  1.94 25977
  2025 01 17 02 31 08.89 28.4802 87.4888 10.53  0.94 25978
  2025 01 17 02 31 25.37 28.5460 87.4425 13.05  0.77 25979
  2025 01 17 02 31 38.38 28.9113 87.5388  5.74  1.26 25980
  2025 01 17 02 31 47.64 28.5020 87.5118  6.51  0.82 25981
  2025 01 17 02 32 11.56 28.8135 87.4762 15.92  0.59 25982
  2025 01 17 02 32 52.36 28.5447 87.4345 13.91  1.14 25983
  2025 01 17 02 33 12.19 28.3712 87.5772  6.44  0.73 25984
  2025 01 17 02 33 25.50 28.3508 87.6312  5.18  0.94 25985
  2025 01 17 02 33 44.48 28.6880 87.4932  9.04  0.50 25986
  2025 01 17 02 33 58.57 28.3423 87.6100  2.91  1.25 25987
  2025 01 17 02 34 27.93 28.4497 87.5318  5.27  1.10 25988
  2025 01 17 02 34 56.04 28.8765 87.5802  7.31  0.63 25989
  2025 01 17 02 35 24.45 28.7058 87.5073 12.17  2.99 25990
  2025 01 17 02 35 49.51 28.2870 87.5857  0.32  3.17 25991
  2025 01 17 02 36 38.83 28.4577 87.5298  7.39  1.19 25992
  2025 01 17 02 36 51.90 28.5437 87.4322 14.24  0.81 25993
  2025 01 17 02 37 20.28 28.4375 87.5348  7.44  1.67 25994
  2025 01 17 02 37 48.25 28.4745 87.4933  5.57  0.61 25995
  2025 01 17 02 38 15.20 28.4500 87.5252  4.86  0.94 25996
  2025 01 17 02 38 40.27 28.5230 87.4292 10.61  2.03 25997
  2025 01 17 02 39 16.40 28.9353 87.4647  7.76  1.16 25998
  2025 01 17 02 39 29.82 28.5068 87.5387  7.26  0.80 25999
  2025 01 17 02 39 36.07 28.9888 87.4828  5.78  1.05 26000
  2025 01 17 02 40 04.95 28.5160 87.4880  9.18  0.73 26001
  2025 01 17 02 40 37.64 28.5165 87.4787  5.81  0.30 26002
  2025 01 17 02 41 01.64 28.2807 87.5797  0.33  1.99 26003
  2025 01 17 02 41 37.56 28.5763 87.5265  9.07  0.50 26004
  2025 01 17 02 41 48.70 28.4930 87.4612  6.35  0.72 26005
  2025 01 17 02 41 53.27 28.4748 87.5235  8.44  0.80 26006
  2025 01 17 02 42 06.25 28.8978 87.5483  8.40  1.18 26007
  2025 01 17 02 42 13.63 28.4260 87.5152  0.19  0.85 26008
  2025 01 17 02 42 33.99 28.4930 87.5298  5.67  0.36 26009
  2025 01 17 02 42 46.35 28.4497 87.4597  3.23  0.36 26010
  2025 01 17 02 42 56.07 28.4858 87.5408  7.97  0.46 26011
  2025 01 17 02 43 05.22 28.8422 87.5665  9.48  0.78 26012
  2025 01 17 02 43 16.40 28.5252 87.4225  8.11  0.56 26013
  2025 01 17 02 43 33.01 28.3935 87.6855  0.90  1.47 26014
  2025 01 17 02 44 07.69 28.9027 87.4687  3.98  0.56 26015
  2025 01 17 02 44 12.85 28.4645 87.4353  9.98  0.40 26016
  2025 01 17 02 44 22.62 28.3910 87.3482  5.03  0.81 26017
  2025 01 17 02 44 39.20 28.4355 87.4855  9.31  0.49 26018
  2025 01 17 02 44 44.51 28.6602 87.5108 15.07  0.26 26019
  2025 01 17 02 45 05.61 28.4697 87.4823  8.38  0.35 26020
  2025 01 17 02 45 09.77 28.4480 87.4868 10.02  0.47 26021
  2025 01 17 02 45 43.37 28.4103 87.4793 10.86  0.67 26022
  2025 01 17 02 46 10.05 28.9448 87.5100  7.11  1.28 26023
  2025 01 17 02 46 32.65 28.5227 87.4245  9.78  0.45 26024
  2025 01 17 02 46 47.56 28.9108 87.5208 10.20  0.90 26025
  2025 01 17 02 46 55.17 28.4515 87.5052  4.64  0.83 26026
  2025 01 17 02 47 07.82 28.8838 87.4545  9.60  1.09 26027
  2025 01 17 02 47 11.15 28.6327 87.4225 13.72  0.72 26028
  2025 01 17 02 47 30.94 28.4413 87.4878  4.84  0.60 26029
  2025 01 17 02 47 42.02 28.4643 87.5052  4.67  0.51 26030
  2025 01 17 02 47 54.60 28.6933 87.4255 12.77  0.94 26031
  2025 01 17 02 48 25.80 28.5000 87.4763 10.06  0.84 26032
  2025 01 17 02 48 30.53 28.9550 87.5027  8.64  1.31 26033
  2025 01 17 02 48 36.90 28.4155 87.3813  6.26  0.79 26034
  2025 01 17 02 48 57.74 28.5448 87.4683  9.00  0.97 26035
  2025 01 17 02 49 28.18 28.4990 87.4298  9.66  0.93 26036
  2025 01 17 02 49 58.34 28.9447 87.5392  9.27  1.21 26037
  2025 01 17 02 50 16.23 28.6815 87.4790 10.94  0.54 26038
  2025 01 17 02 50 30.11 28.4423 87.5263  3.17  0.50 26039
  2025 01 17 02 50 43.82 28.5202 87.4768 10.50  1.25 26040
  2025 01 17 02 50 51.44 28.9602 87.4832  7.86  1.44 26041
  2025 01 17 02 51 19.47 28.9225 87.5423  7.42  1.11 26042
  2025 01 17 02 51 22.91 28.6715 87.5492 11.11  0.75 26043
  2025 01 17 02 51 41.65 28.4597 87.5238  7.33  0.38 26044
  2025 01 17 02 51 54.74 28.3900 87.3517  5.50  0.62 26045
  2025 01 17 02 52 02.73 28.8893 87.5473  6.24  0.60 26046
  2025 01 17 02 52 15.73 28.4013 87.5113  3.65  0.84 26047
  2025 01 17 02 52 26.89 28.4682 87.4745  7.38  0.64 26048
  2025 01 17 02 52 39.10 28.7185 87.4307 11.90  0.55 26049
  2025 01 17 02 52 59.59 28.4485 87.5132  4.39  0.49 26050
  2025 01 17 02 53 14.54 28.4402 87.4840  9.37  0.41 26051
  2025 01 17 02 53 29.05 28.4262 87.5145  3.05  0.55 26052
  2025 01 17 02 53 37.54 28.7337 87.4902  9.73  0.46 26053
  2025 01 17 02 53 57.69 28.4235 87.4982  3.49  1.72 26054
  2025 01 17 02 54 11.37 28.3730 87.6542  9.89  1.66 26055
  2025 01 17 02 54 49.43 28.8735 87.4893 10.33  0.82 26056
  2025 01 17 02 55 04.04 28.5298 87.4415  9.36  0.59 26057
  2025 01 17 02 55 17.99 28.9223 87.5363  7.69  0.64 26058
  2025 01 17 02 55 47.47 28.4552 87.4850  4.15  0.54 26059
  2025 01 17 02 56 12.26 28.4728 87.5383  7.41  1.33 26060
  2025 01 17 02 56 19.31 28.9855 87.5018  8.27  1.20 26061
  2025 01 17 02 56 49.75 28.9155 87.4743  7.37  0.74 26062
