# t_decimal_year  t_day  magnitude
2.940613529468879064e-02 1.074037037037037123e+01 2.529999999999999805e+00
2.941529334011725588e-02 1.074371527777777757e+01 3.000000000000000000e+00
2.951638041595399178e-02 1.078063657407407661e+01 2.950000000000000178e+00
2.955627653773405805e-02 1.079520833333333130e+01 2.959999999999999964e+00
2.956172700075723400e-02 1.079719907407407398e+01 2.810000000000000053e+00
2.963096689439461556e-02 1.082248842592592553e+01 2.620000000000000107e+00
2.969291837817543064e-02 1.084511574074073970e+01 2.609999999999999876e+00
2.970476996637698083e-02 1.084944444444444400e+01 3.490000000000000213e+00
2.970930145598345284e-02 1.085109953703703667e+01 2.919999999999999929e+00
2.973389191706474199e-02 1.086008101851851926e+01 3.339999999999999858e+00
2.974428582329497958e-02 1.086387731481481644e+01 3.229999999999999982e+00
2.984451730319201759e-02 1.090048611111111043e+01 2.830000000000000071e+00
2.985022127612324203e-02 1.090256944444444365e+01 2.600000000000000089e+00
2.990174716493531823e-02 1.092138888888888815e+01 3.100000000000000089e+00
2.995099146457490605e-02 1.093937500000000007e+01 3.459999999999999964e+00
3.024141875298982582e-02 1.104545138888888722e+01 3.330000000000000071e+00
3.025095706328037939e-02 1.104893518518518469e+01 2.549999999999999822e+00
3.025380904974599508e-02 1.104997685185185219e+01 2.520000000000000018e+00
3.027998394775261587e-02 1.105953703703703539e+01 2.529999999999999805e+00
3.035828682060295186e-02 1.108813657407407405e+01 2.560000000000000053e+00
3.044596956005129335e-02 1.112016203703703532e+01 2.589999999999999858e+00
3.057262944786302838e-02 1.116642361111111192e+01 3.189999999999999947e+00
3.066281559765340892e-02 1.119936342592592560e+01 2.680000000000000160e+00
3.072213691613815897e-02 1.122103009259259210e+01 2.830000000000000071e+00
3.073192873633676797e-02 1.122460648148148188e+01 2.580000000000000071e+00
3.074682244343496587e-02 1.123004629629629569e+01 3.140000000000000124e+00
3.085874706784102681e-02 1.127092592592592624e+01 2.569999999999999840e+00
