# t_day  lambda(t)  mu(t)=mu_ref*q_mu  q_mu(t)  q_K0(t)  K0(t)=K0_ref*q_K0
7.206618747294873728e+00 7.702958603641721425e+01 1.488151865627316845e-03 1.488151865627316828e-01 1.101215557713098869e+00 2.202431115426197947e-02
7.225434984232981250e+00 7.584735883559832814e+01 1.483981583359200674e-03 1.483981583359200718e-01 1.099790876928903094e+00 2.199581753857806146e-02
7.244251221171087884e+00 8.190822770997769453e+01 1.481114927586646554e-03 1.481114927586646424e-01 1.098364335209374154e+00 2.196728670418748516e-02
7.263067458109194519e+00 7.391262208797793676e+01 1.479524223658854097e-03 1.479524223658854054e-01 1.096936359660531268e+00 2.193872719321062620e-02
7.281883695047301153e+00 7.365882010680304859e+01 1.479185217358484558e-03 1.479185217358484628e-01 1.095507375227631641e+00 2.191014750455263366e-02
7.300699931985407787e+00 7.092660823748714449e+01 1.480076885142353818e-03 1.480076885142353749e-01 1.094077804690443800e+00 2.188155609380887726e-02
7.319516168923514421e+00 6.913801105018666249e+01 1.482181261260014224e-03 1.482181261260014093e-01 1.092648068660156291e+00 2.185296137320312526e-02
7.338332405861621055e+00 8.321303334237212823e+01 1.485483280231972075e-03 1.485483280231972014e-01 1.091218585577910627e+00 2.182437171155821379e-02
7.357148642799727689e+00 7.330555159424926615e+01 1.489970633305908549e-03 1.489970633305908454e-01 1.089789771714942734e+00 2.179579543429885358e-02
7.375964879737834323e+00 7.032288698822513595e+01 1.495633637631293804e-03 1.495633637631293700e-01 1.088362041174316674e+00 2.176724082348633488e-02
7.394781116675940957e+00 6.787831552458457907e+01 1.502465117001645705e-03 1.502465117001645645e-01 1.086935805894241103e+00 2.173871611788482164e-02
7.413597353614047591e+00 6.615704844503079585e+01 1.510460293110772994e-03 1.510460293110773011e-01 1.085511475652948254e+00 2.171022951305896440e-02
7.432413590552155114e+00 6.475593514614925539e+01 1.519616686355894320e-03 1.519616686355894364e-01 1.084089458075125689e+00 2.168178916150251268e-02
7.451229827490261748e+00 7.165958798457268131e+01 1.529934025297544596e-03 1.529934025297544631e-01 1.082670158639884139e+00 2.165340317279768403e-02
7.470046064428368382e+00 6.684654997552367206e+01 1.541414163954690601e-03 1.541414163954690497e-01 1.081253980690247030e+00 2.162507961380493934e-02
7.488862301366475016e+00 7.101041359911141626e+01 1.554061006174264035e-03 1.554061006174264070e-01 1.079841325444150568e+00 2.159682650888301164e-02
7.507678538304581650e+00 6.805249010219215222e+01 1.567880436368158416e-03 1.567880436368158381e-01 1.078432592006935753e+00 2.156865184013871672e-02
7.526494775242688284e+00 8.427999146875534109e+01 1.582880255958303214e-03 1.582880255958303284e-01 1.077028177385323193e+00 2.154056354770646567e-02
7.545311012180794918e+00 6.827087595208116966e+01 1.599070124912312660e-03 1.599070124912312651e-01 1.075628476502852759e+00 2.151256953005705602e-02
7.564127249118901553e+00 1.231358399824084700e+02 1.616461507788910339e-03 1.616461507788910235e-01 1.074233882216778513e+00 2.148467764433557164e-02
7.582943486057008187e+00 8.422341850952605569e+01 1.635067623744423330e-03 1.635067623744423382e-01 1.072844785336401152e+00 2.145689570672802346e-02
7.601759722995114821e+00 8.163354066641603879e+01 1.654903399979425335e-03 1.654903399979425205e-01 1.071461574642829540e+00 2.142923149285659232e-02
7.620575959933222343e+00 7.681188508227128864e+01 1.675985428128580175e-03 1.675985428128580201e-01 1.070084636910153986e+00 2.140169273820307846e-02
7.639392196871328977e+00 7.159413558482329165e+01 1.698331923117202226e-03 1.698331923117202269e-01 1.068714356928021081e+00 2.137428713856042231e-02
7.658208433809435611e+00 7.368225533411464312e+01 1.721962684025307375e-03 1.721962684025307444e-01 1.067351117525597193e+00 2.134702235051194261e-02
7.677024670747542245e+00 6.959240124433867436e+01 1.746899056514323060e-03 1.746899056514323034e-01 1.065995299596906198e+00 2.131990599193812549e-02
7.695840907685648880e+00 6.626999479614222821e+01 1.773163896383328801e-03 1.773163896383328775e-01 1.064647282127533234e+00 2.129294564255066607e-02
7.714657144623755514e+00 7.335279748945762890e+01 1.800781533831123183e-03 1.800781533831123105e-01 1.063307442222678256e+00 2.126614884445356471e-02
7.733473381561862148e+00 7.980346485522406397e+01 1.829777738007530401e-03 1.829777738007530297e-01 1.061976155136552080e+00 2.123952310273104216e-02
7.752289618499968782e+00 6.947143743907236058e+01 1.860179681442712370e-03 1.860179681442712396e-01 1.060653794303099806e+00 2.121307588606199598e-02
7.771105855438075416e+00 6.974605225945927600e+01 1.892015903946650101e-03 1.892015903946649980e-01 1.059340731368044075e+00 2.118681462736088025e-02
7.789922092376182050e+00 6.943920778346803502e+01 1.925316275573065502e-03 1.925316275573065450e-01 1.058037336222233948e+00 2.116074672444467897e-02
7.808738329314289572e+00 6.623924404793409337e+01 1.960111958242514909e-03 1.960111958242514996e-01 1.056743977036294080e+00 2.113487954072588298e-02
7.827554566252396206e+00 6.331211411363809560e+01 1.996435365618924422e-03 1.996435365618924318e-01 1.055461020296558861e+00 2.110922040593117902e-02
7.846370803190502841e+00 7.050442174259278261e+01 2.034320120832198899e-03 2.034320120832198986e-01 1.054188830842284874e+00 2.108377661684569804e-02
7.865187040128609475e+00 6.144699398045152350e+01 2.073801011637128010e-03 2.073801011637128044e-01 1.052927771904134335e+00 2.105855543808268782e-02
7.884003277066716109e+00 7.303092520028798162e+01 2.114913942595806045e-03 2.114913942595805785e-01 1.051678205143914635e+00 2.103356410287829381e-02
7.902819514004822743e+00 6.270252478307073574e+01 2.157695883867191515e-03 2.157695883867191411e-01 1.050440490695573326e+00 2.100880981391146582e-02
7.921635750942929377e+00 7.462608735426854878e+01 2.202184816183713322e-03 2.202184816183713201e-01 1.049214987207433447e+00 2.098429974414866769e-02
7.940451987881036011e+00 6.579412738010485384e+01 2.248419671590812241e-03 2.248419671590812241e-01 1.048002051885667196e+00 2.096004103771334504e-02
7.959268224819142645e+00 8.431485943874022837e+01 2.296440269521614515e-03 2.296440269521614619e-01 1.046802040538996836e+00 2.093604081077993576e-02
7.978084461757249279e+00 7.002573926590433473e+01 2.346287247775296226e-03 2.346287247775296070e-01 1.045615307624618628e+00 2.091230615249237146e-02
7.996900698695356802e+00 6.393577504837584513e+01 2.398001987964782332e-03 2.398001987964782089e-01 1.044442206295342679e+00 2.088884412590685455e-02
8.015716935633463436e+00 6.469699440803910306e+01 2.451626534997019494e-03 2.451626534997019269e-01 1.043283088447942264e+00 2.086566176895884514e-02
8.034533172571569182e+00 6.095995709275661056e+01 2.507203510147789846e-03 2.507203510147789638e-01 1.042138304772708413e+00 2.084276609545416756e-02
8.053349409509676704e+00 5.892466330920529316e+01 2.564776017292760488e-03 2.564776017292760280e-01 1.041008204804205084e+00 2.082016409608410112e-02
8.072165646447782450e+00 5.744648545659149619e+01 2.624387541857665668e-03 2.624387541857665651e-01 1.039893136973219834e+00 2.079786273946439626e-02
8.090981883385889972e+00 5.625580791198240860e+01 2.686081842053545266e-03 2.686081842053545388e-01 1.038793448659905527e+00 2.077586897319811179e-02
8.109798120323997495e+00 6.005528588026444936e+01 2.749902831967516396e-03 2.749902831967516170e-01 1.037709486248113100e+00 2.075418972496226311e-02
8.128614357262103240e+00 6.061731821070086568e+01 2.815894456086824767e-03 2.815894456086824871e-01 1.036641595180908038e+00 2.073283190361815964e-02
8.147430594200210763e+00 7.003132997645695923e+01 2.884100554843236578e-03 2.884100554843236353e-01 1.035590120017272575e+00 2.071180240034545261e-02
8.166246831138316509e+00 5.704664224142721451e+01 2.954564720777027708e-03 2.954564720777027587e-01 1.034555404489990060e+00 2.069110808979980273e-02
8.185063068076424031e+00 5.510451008943631024e+01 3.027330144935407811e-03 3.027330144935407863e-01 1.033537791564709485e+00 2.067075583129418873e-02
8.203879305014529777e+00 5.713596340243726956e+01 3.102439453138434132e-03 3.102439453138434167e-01 1.032537623500192847e+00 2.065075247000385666e-02
8.222695541952637299e+00 5.432008844837954342e+01 3.179934531768281464e-03 3.179934531768281447e-01 1.031555241909742682e+00 2.063110483819485461e-02
8.241511778890743045e+00 5.304693989924205511e+01 3.259856342763536516e-03 3.259856342763536308e-01 1.030590987823811533e+00 2.061181975647623232e-02
8.260328015828850567e+00 5.683418600269048682e+01 3.342244727531221756e-03 3.342244727531221704e-01 1.029645201753795591e+00 2.059290403507591308e-02
8.279144252766956313e+00 5.618423159114803411e+01 3.427138199523944821e-03 3.427138199523944717e-01 1.028718223757012940e+00 2.057436447514025823e-02
8.297960489705063836e+00 5.377367727072784476e+01 3.514573725270045412e-03 3.514573725270045412e-01 1.027810393502870623e+00 2.055620787005741149e-02
8.316776726643171358e+00 5.327961057775224418e+01 3.604586493689388316e-03 3.604586493689388438e-01 1.026922050340222992e+00 2.053844100680446080e-02
8.335592963581277104e+00 5.184816563376976006e+01 3.697209673578445103e-03 3.697209673578444877e-01 1.026053533365926418e+00 2.052107066731852919e-02
8.354409200519384626e+00 5.162943049779637050e+01 3.792474159204581915e-03 3.792474159204581863e-01 1.025205181494592610e+00 2.050410362989185317e-02
8.373225437457490372e+00 5.055687751082353998e+01 3.890408304011603799e-03 3.890408304011603868e-01 1.024377333529550071e+00 2.048754667059100171e-02
8.392041674395597894e+00 5.274765927532101273e+01 3.991037642507602040e-03 3.991037642507601624e-01 1.023570328235014815e+00 2.047140656470029796e-02
8.410857911333703640e+00 5.004122537013900285e+01 4.094384600480484304e-03 4.094384600480484027e-01 1.022784504409482986e+00 2.045569008818965903e-02
8.429674148271811163e+00 5.308732988383577833e+01 4.200468193768606799e-03 4.200468193768606695e-01 1.022020200960345848e+00 2.044040401920691613e-02
8.448490385209916909e+00 5.207185203474654145e+01 4.309303715901441865e-03 4.309303715901441345e-01 1.021277756979743767e+00 2.042555513959487534e-02
8.467306622148024431e+00 5.008763952777781014e+01 4.420902415020553505e-03 4.420902415020553367e-01 1.020557511821660768e+00 2.041115023643321619e-02
8.486122859086131953e+00 4.885291259477536130e+01 4.535271160592302918e-03 4.535271160592302953e-01 1.019859805180274304e+00 2.039719610360548815e-02
8.504939096024237699e+00 6.875107104829204729e+01 4.652412100532220436e-03 4.652412100532220540e-01 1.019184977169569573e+00 2.038369954339139256e-02
8.523755332962345221e+00 5.717464923987515135e+01 4.772322309475706195e-03 4.772322309475706126e-01 1.018533368404227923e+00 2.037066736808455791e-02
8.542571569900450967e+00 6.019009972456342439e+01 4.894993429050926992e-03 4.894993429050926714e-01 1.017905320081806453e+00 2.035810640163612795e-02
8.561387806838558490e+00 5.022380027983819417e+01 5.020411301137416016e-03 5.020411301137416293e-01 1.017301174066215452e+00 2.034602348132430807e-02
8.580204043776664236e+00 5.247228102726239740e+01 5.148555595226656130e-03 5.148555595226655957e-01 1.016721272972515244e+00 2.033442545945030391e-02
8.599020280714771758e+00 4.890699767093619954e+01 5.279399431140145878e-03 5.279399431140145982e-01 1.016165960253038625e+00 2.032331920506077333e-02
8.617836517652877504e+00 4.914227779418131803e+01 5.412908998503030387e-03 5.412908998503029867e-01 1.015635580284863337e+00 2.031271160569726730e-02
8.636652754590985026e+00 4.754140115388542398e+01 5.549043174519924584e-03 5.549043174519924237e-01 1.015130478458645236e+00 2.030260956917290596e-02
8.655468991529090772e+00 4.778279820983261317e+01 5.687753141749661741e-03 5.687753141749661845e-01 1.014651001268831454e+00 2.029302002537662977e-02
8.674285228467198294e+00 4.656549343649894013e+01 5.828982007730179257e-03 5.828982007730179049e-01 1.014197496405273347e+00 2.028394992810546651e-02
8.693101465405305817e+00 4.867229607680325643e+01 5.972664428459165641e-03 5.972664428459165675e-01 1.013770312846256738e+00 2.027540625692513671e-02
8.711917702343411563e+00 4.644577171832057871e+01 6.118726237892485771e-03 6.118726237892485598e-01 1.013369800952971689e+00 2.026739601905943461e-02
8.730733939281519085e+00 4.556107889592168192e+01 6.267084085776840514e-03 6.267084085776840618e-01 1.012996312565441315e+00 2.025992625130882546e-02
8.749550176219624831e+00 4.492726647514778193e+01 6.417645086286029137e-03 6.417645086286029033e-01 1.012650201099934089e+00 2.025300402199868219e-02
8.768366413157732353e+00 5.375787071441643405e+01 6.570306480079712678e-03 6.570306480079712852e-01 1.012331821647881602e+00 2.024663643295763343e-02
8.787182650095838099e+00 4.754659271668509746e+01 6.724955312546971285e-03 6.724955312546970765e-01 1.012041531076327106e+00 2.024083062152654336e-02
8.805998887033945621e+00 4.832875605530143304e+01 6.881468131134795690e-03 6.881468131134795829e-01 1.011779688129929466e+00 2.023559376259858808e-02
8.824815123972051367e+00 1.923616969708210434e+02 7.039710704789123134e-03 7.039710704789122753e-01 1.011546653534550977e+00 2.023093307069101857e-02
8.843631360910158890e+00 6.984026255224289059e+01 7.199537768654327465e-03 7.199537768654327152e-01 1.011342790102455425e+00 2.022685580204910960e-02
8.862447597848264635e+00 5.928254067068540678e+01 7.360792797281253720e-03 7.360792797281253685e-01 1.011168462839145299e+00 2.022336925678290542e-02
8.881263834786372158e+00 5.475071451992214833e+01 7.523307809684412310e-03 7.523307809684411929e-01 1.011024039051868550e+00 2.022048078103737268e-02
8.900080071724479680e+00 5.475772259718115720e+01 7.686903209660913769e-03 7.686903209660913561e-01 1.010909888459827100e+00 2.021819776919654352e-02
8.918896308662585426e+00 5.211828390926877574e+01 7.851387664838123392e-03 7.851387664838123115e-01 1.010826383306118847e+00 2.021652766612237750e-02
8.937712545600692948e+00 4.995347518966558198e+01 8.016558027948109122e-03 8.016558027948109677e-01 1.010773898471444943e+00 2.021547796942890080e-02
8.956528782538798694e+00 5.016135068470845226e+01 8.182199303834895854e-03 8.182199303834895021e-01 1.010752811589621603e+00 2.021505623179243108e-02
8.975345019476906216e+00 4.813133446589706210e+01 8.348084665682703812e-03 8.348084665682703465e-01 1.010763503164929356e+00 2.021527006329858905e-02
8.994161256415011962e+00 5.007827913636140238e+01 8.513975523906015808e-03 8.513975523906015530e-01 1.010806356691337671e+00 2.021612713382675217e-02
9.012977493353119485e+00 5.580100807722035228e+01 8.679621651065042368e-03 8.679621651065041466e-01 1.010881758773646499e+00 2.021763517547292902e-02
9.031793730291225231e+00 4.875432755671879903e+01 8.844774321040674639e-03 8.844774321040673737e-01 1.010990043093042745e+00 2.021980086186085657e-02
9.050609967229332753e+00 4.714168805705553922e+01 9.009272089359062277e-03 9.009272089359062763e-01 1.011131131560973895e+00 2.022262263121947859e-02
9.069426204167440275e+00 5.159474061944222711e+01 9.172995150799303360e-03 9.172995150799303499e-01 1.011304763158676234e+00 2.022609526317352413e-02
9.088242441105546021e+00 7.901583846740172135e+01 9.335824438573135653e-03 9.335824438573135930e-01 1.011510678960756415e+00 2.023021357921512761e-02
9.107058678043653543e+00 1.518160448896651644e+02 9.497641617535952305e-03 9.497641617535951264e-01 1.011748622926885499e+00 2.023497245853771165e-02
9.125874914981759289e+00 1.100063334018569066e+02 9.658329273718301716e-03 9.658329273718301300e-01 1.012018341817270795e+00 2.024036683634541575e-02
9.144691151919866812e+00 8.971125697797029375e+01 9.817771101066189582e-03 9.817771101066189443e-01 1.012319585109248354e+00 2.024639170218496889e-02
9.163507388857972558e+00 8.141434879926742951e+01 9.975852084933494596e-03 9.975852084933494179e-01 1.012652104914962825e+00 2.025304209829925650e-02
9.182323625796080080e+00 1.083178137744964857e+02 1.013245868188627358e-02 1.013245868188627385e+00 1.013015655900117773e+00 2.026031311800235643e-02
9.201139862734185826e+00 8.937730225595285560e+01 1.028747899539442755e-02 1.028747899539442789e+00 1.013409995203762071e+00 2.026819990407524238e-02
9.219956099672293348e+00 7.698050727453582454e+01 1.044080294700523888e-02 1.044080294700523881e+00 1.013834882359094802e+00 2.027669764718189813e-02
9.238772336610399094e+00 7.644575325429732970e+01 1.059232244261141750e-02 1.059232244261141709e+00 1.014290079215258933e+00 2.028580158430517977e-02
9.257588573548506616e+00 8.091944278298642246e+01 1.074193153344760870e-02 1.074193153344760843e+00 1.014775349860105091e+00 2.029550699720210349e-02
9.276404810486614139e+00 6.751296339985213990e+01 1.088952657146943608e-02 1.088952657146943670e+00 1.015290460543899931e+00 2.030580921087800014e-02
9.295221047424719885e+00 6.449236675896248983e+01 1.103500635879211926e-02 1.103500635879211877e+00 1.015835179603957306e+00 2.031670359207914806e-02
9.314037284362827407e+00 6.558640487643114625e+01 1.117827229088790703e-02 1.117827229088790730e+00 1.016409277390172061e+00 2.032818554780344011e-02
9.332853521300933153e+00 6.205303771101881694e+01 1.131922849326510820e-02 1.131922849326510772e+00 1.017012526191433341e+00 2.034025052382866863e-02
9.351669758239040675e+00 5.927811817639466341e+01 1.145778195137577699e-02 1.145778195137577615e+00 1.017644700162900095e+00 2.035289400325800135e-02
9.370485995177146421e+00 5.745013966380988535e+01 1.159384263352284880e-02 1.159384263352284838e+00 1.018305575254115025e+00 2.036611150508230161e-02
9.389302232115253943e+00 5.598185375174534784e+01 1.172732360656300599e-02 1.172732360656300488e+00 1.018994929137943206e+00 2.037989858275886593e-02
9.408118469053359689e+00 8.105512945526447766e+01 1.185814114422556291e-02 1.185814114422556242e+00 1.019712541140310513e+00 2.039425082280621124e-02
9.426934705991467212e+00 5.580077162183473405e+01 1.198621482789351961e-02 1.198621482789351989e+00 1.020458192170729195e+00 2.040916384341458570e-02
9.445750942929574734e+00 5.720457970989738072e+01 1.211146763971709950e-02 1.211146763971709950e+00 1.021231664653590387e+00 2.042463329307180747e-02
9.464567179867680480e+00 5.546132604998992122e+01 1.223382604795567215e-02 1.223382604795567152e+00 1.022032742460206256e+00 2.044065484920412623e-02
9.483383416805788002e+00 5.296071424409067419e+01 1.235322008446825513e-02 1.235322008446825492e+00 1.022861210841587321e+00 2.045722421683174655e-02
9.502199653743893748e+00 5.173707471729293417e+01 1.246958341429711160e-02 1.246958341429711181e+00 1.023716856361937433e+00 2.047433712723874949e-02
9.521015890682001270e+00 5.185346825026501705e+01 1.258285339731352905e-02 1.258285339731352925e+00 1.024599466832850636e+00 2.049198933665701342e-02
9.539832127620107016e+00 5.041881535447421214e+01 1.269297114191766419e-02 1.269297114191766385e+00 1.025508831248197250e+00 2.051017662496394667e-02
9.558648364558214539e+00 5.065962505856919762e+01 1.279988155080812734e-02 1.279988155080812762e+00 1.026444739719681420e+00 2.052889479439362966e-02
9.577464601496320284e+00 5.096364784469410125e+01 1.290353335885875523e-02 1.290353335885875419e+00 1.027406983413059249e+00 2.054813966826118596e-02
9.596280838434427807e+00 5.029310818981855391e+01 1.300387916316227306e-02 1.300387916316227299e+00 1.028395354485001967e+00 2.056790708970003892e-02
9.615097075372533553e+00 4.983146665183812729e+01 1.310087544532107483e-02 1.310087544532107406e+00 1.029409646020591484e+00 2.058819292041183177e-02
9.633913312310641075e+00 5.027049748101919135e+01 1.319448258608596145e-02 1.319448258608596047e+00 1.030449651971437675e+00 2.060899303942875446e-02
9.652729549248748597e+00 5.505409767856112069e+01 1.328466487246253956e-02 1.328466487246253935e+00 1.031515167094401386e+00 2.063030334188802745e-02
9.671545786186854343e+00 5.274773947877554292e+01 1.337139049742381951e-02 1.337139049742381847e+00 1.032605986890914762e+00 2.065211973781829607e-02
9.690362023124961866e+00 5.027504823827994329e+01 1.345463155238470383e-02 1.345463155238470376e+00 1.033721907546887087e+00 2.067443815093774132e-02
9.709178260063067611e+00 4.917966743956719711e+01 1.353436401261055681e-02 1.353436401261055577e+00 1.034862725873184175e+00 2.069725451746368475e-02
9.727994497001175134e+00 6.219044041622473173e+01 1.361056771574768558e-02 1.361056771574768565e+00 1.036028239246671534e+00 2.072056478493343110e-02
9.746810733939280880e+00 5.489418499460501977e+01 1.368322633367763212e-02 1.368322633367763164e+00 1.037218245551811080e+00 2.074436491103622340e-02
9.765626970877388402e+00 5.645569909027716449e+01 1.375232733791085030e-02 1.375232733791085016e+00 1.038432543122802976e+00 2.076865086245606104e-02
9.784443207815494148e+00 5.024074664134212043e+01 1.381786195874720215e-02 1.381786195874720180e+00 1.039670930686261929e+00 2.079341861372523831e-02
9.803259444753601670e+00 4.860020102176429191e+01 1.387982513844223699e-02 1.387982513844223664e+00 1.040933207304419739e+00 2.081866414608839547e-02
9.822075681691707416e+00 4.936457297304307446e+01 1.393821547862788418e-02 1.393821547862788446e+00 1.042219172318846088e+00 2.084438344637692259e-02
9.840891918629814938e+00 5.528683373158256842e+01 1.399303518224547654e-02 1.399303518224547682e+00 1.043528625294679602e+00 2.087057250589359134e-02
9.859708155567922461e+00 5.204862374225810839e+01 1.404428999025654316e-02 1.404428999025654212e+00 1.044861365965360056e+00 2.089722731930720306e-02
9.878524392506028207e+00 5.612999125560194358e+01 1.409198911340381159e-02 1.409198911340381111e+00 1.046217194177857746e+00 2.092434388355715602e-02
9.897340629444135729e+00 6.278804243857269540e+01 1.413614515930047312e-02 1.413614515930047277e+00 1.047595909838390460e+00 2.095191819676781031e-02
9.916156866382241475e+00 5.900287900254473783e+01 1.417677405513019517e-02 1.417677405513019462e+00 1.048997312858620967e+00 2.097994625717241809e-02
9.934973103320348997e+00 5.201254913361004384e+01 1.421389496624432883e-02 1.421389496624432924e+00 1.050421203102333445e+00 2.100842406204666765e-02
9.953789340258454743e+00 5.013157425788960353e+01 1.424753021094488266e-02 1.424753021094488314e+00 1.051867380332577540e+00 2.103734760665154982e-02
9.972605577196562265e+00 4.807498178946976708e+01 1.427770517174381699e-02 1.427770517174381748e+00 1.053335644159278495e+00 2.106671288318557114e-02
9.991421814134668011e+00 4.686733727601676947e+01 1.430444820338952483e-02 1.430444820338952372e+00 1.054825793987307136e+00 2.109651587974614370e-02
1.001023805107277553e+01 4.652654387635777766e+01 1.432779053795126684e-02 1.432779053795126600e+00 1.056337628965004605e+00 2.112675257930009265e-02
1.002905428801088306e+01 5.090035017004496609e+01 1.434776618725103030e-02 1.434776618725102981e+00 1.057870947933159389e+00 2.115741895866318778e-02
1.004787052494898880e+01 4.985782105125636576e+01 1.436441184293029381e-02 1.436441184293029361e+00 1.059425549374429121e+00 2.118851098748858117e-02
1.006668676188709632e+01 4.610393822191245761e+01 1.437776677443629650e-02 1.437776677443629580e+00 1.061001231363208896e+00 2.122002462726417862e-02
1.008550299882520207e+01 4.651831718597046006e+01 1.438787272520881955e-02 1.438787272520881899e+00 1.062597791515937473e+00 2.125195583031875071e-02
1.010431923576330959e+01 4.478882552734250311e+01 1.439477380734413212e-02 1.439477380734413225e+00 1.064215026941841336e+00 2.128430053883682838e-02
1.012313547270141534e+01 4.397105052852272422e+01 1.439851639500769852e-02 1.439851639500769886e+00 1.065852734194114637e+00 2.131705468388229302e-02
1.014195170963952286e+01 4.544680063431675165e+01 1.439914901686160757e-02 1.439914901686160764e+00 1.067510709221529908e+00 2.135021418443059857e-02
1.016076794657762861e+01 4.392371823791655316e+01 1.439672224776640704e-02 1.439672224776640697e+00 1.069188747320481525e+00 2.138377494640963244e-02
1.017958418351573613e+01 4.313009351881144227e+01 1.439128860001020159e-02 1.439128860001020138e+00 1.070886643087455736e+00 2.141773286174911486e-02
1.019840042045384187e+01 5.148942627100326774e+01 1.438290241431060094e-02 1.438290241431060101e+00 1.072604190371930555e+00 2.145208380743861276e-02
1.021721665739194940e+01 5.038312397677704269e+01 1.437161975082728443e-02 1.437161975082728471e+00 1.074341182229701541e+00 2.148682364459402958e-02
1.023603289433005692e+01 4.874028306318815140e+01 1.435749828041479881e-02 1.435749828041479770e+00 1.076097410876633464e+00 2.152194821753266804e-02
1.025484913126816267e+01 4.945423863251769347e+01 1.434059717633667103e-02 1.434059717633667130e+00 1.077872667642837845e+00 2.155745335285675843e-02
1.027366536820627019e+01 4.683354498874641081e+01 1.432097700665302398e-02 1.432097700665302398e+00 1.079666742927277712e+00 2.159333485854555632e-02
1.029248160514437593e+01 4.455899142311911731e+01 1.429869962748476879e-02 1.429869962748476775e+00 1.081479426152796020e+00 2.162958852305591970e-02
1.031129784208248346e+01 4.348719666493379066e+01 1.427382807734805040e-02 1.427382807734804970e+00 1.083310505721573502e+00 2.166621011443146949e-02
1.033011407902058920e+01 4.630676040325553089e+01 1.424642647274308553e-02 1.424642647274308560e+00 1.085159768971010408e+00 2.170319537942020857e-02
1.034893031595869672e+01 4.284412368884635214e+01 1.421655990517178836e-02 1.421655990517178836e+00 1.087027002130042552e+00 2.174054004260085257e-02
1.036774655289680247e+01 5.832930354813263563e+01 1.418429433974873963e-02 1.418429433974873977e+00 1.088911990275880814e+00 2.177823980551761573e-02
1.038656278983490999e+01 4.386046887590931931e+01 1.414969651556023666e-02 1.414969651556023722e+00 1.090814517291189167e+00 2.181629034582378487e-02
1.040537902677301751e+01 4.489436913673056750e+01 1.411283384791610362e-02 1.411283384791610418e+00 1.092734365821691922e+00 2.185468731643383858e-02
1.042419526371112326e+01 4.239406634169503008e+01 1.407377433262907603e-02 1.407377433262907651e+00 1.094671317234220620e+00 2.189342634468441351e-02
1.044301150064923078e+01 4.151407598435719137e+01 1.403258645244666140e-02 1.403258645244666036e+00 1.096625151575198798e+00 2.193250303150397554e-02
1.046182773758733653e+01 4.090028801090586796e+01 1.398933908575051947e-02 1.398933908575051843e+00 1.098595647529567509e+00 2.197191295059135185e-02
1.048064397452544405e+01 4.040427942355378121e+01 1.394410141762862307e-02 1.394410141762862265e+00 1.100582582380159602e+00 2.201165164760319343e-02
1.049946021146354980e+01 4.288831830759700381e+01 1.389694285341593234e-02 1.389694285341593227e+00 1.102585731967518967e+00 2.205171463935037823e-02
1.051827644840165732e+01 4.010495934269831508e+01 1.384793293478964703e-02 1.384793293478964626e+00 1.104604870650175652e+00 2.209209741300351484e-02
1.053709268533976307e+01 3.955711582979179752e+01 1.379714125849602208e-02 1.379714125849602180e+00 1.106639771265373495e+00 2.213279542530747004e-02
1.055590892227787059e+01 4.485117216871176282e+01 1.374463739777637139e-02 1.374463739777637139e+00 1.108690205090263836e+00 2.217380410180527783e-02
1.057472515921597633e+01 4.031985499061465816e+01 1.369049082655123678e-02 1.369049082655123595e+00 1.110755941803559965e+00 2.221511883607120083e-02
1.059354139615408386e+01 3.944284034898723945e+01 1.363477084641274463e-02 1.363477084641274484e+00 1.112836749447664531e+00 2.225673498895329103e-02
1.061235763309219138e+01 4.164207220251955022e+01 1.357754651646700741e-02 1.357754651646700728e+00 1.114932394391271453e+00 2.229864788782542906e-02
1.063117387003029712e+01 3.954692263696320964e+01 1.351888658606015779e-02 1.351888658606015703e+00 1.117042641292448124e+00 2.234085282584896345e-02
1.064999010696840465e+01 5.625082131370118788e+01 1.345885943041366314e-02 1.345885943041366328e+00 1.119167253062206768e+00 2.238334506124413717e-02
1.066880634390651039e+01 4.105367358139956480e+01 1.339753298918720803e-02 1.339753298918720859e+00 1.121305990828562749e+00 2.242611981657125636e-02
1.068762258084461791e+01 3.967379386537593433e+01 1.333497470797985821e-02 1.333497470797985862e+00 1.123458613901097136e+00 2.246917227802194481e-02
1.070643881778272366e+01 3.959121381548544605e+01 1.327125148277351688e-02 1.327125148277351618e+00 1.125624879736018880e+00 2.251249759472037648e-02
1.072525505472083118e+01 3.873807569360354108e+01 1.320642960731587510e-02 1.320642960731587490e+00 1.127804543901743228e+00 2.255609087803486443e-02
1.074407129165893693e+01 5.561938861114116150e+01 1.314057472343383576e-02 1.314057472343383548e+00 1.129997360044983301e+00 2.259994720089966713e-02
1.076288752859704445e+01 3.983478010233424982e+01 1.307375177426220621e-02 1.307375177426220558e+00 1.132203079857372341e+00 2.264406159714744612e-02
1.078170376553515020e+01 4.803253830415422243e+01 1.300602496036712581e-02 1.300602496036712630e+00 1.134421453042612660e+00 2.268842906085225333e-02
1.080052000247325772e+01 4.662346049092114697e+01 1.293745769873791938e-02 1.293745769873791973e+00 1.136652227284171035e+00 2.273304454568341945e-02
1.081933623941136524e+01 4.051555960966505410e+01 1.286811258461652632e-02 1.286811258461652674e+00 1.138895148213517006e+00 2.277790296427033984e-02
